Timestamp,Sign,Price
2018-08-17,1,6585.49
2018-08-18,-1,6396.64
2018-08-19,1,6489.53
2018-08-20,-1,6258.74
2018-08-21,1,6475.89
2018-08-22,-1,6359.99
2018-08-23,1,6526.36
2018-08-24,1,6690.88
2018-08-25,1,6737.52
2018-08-26,-1,6709.98
2018-08-27,1,6911.9
2018-08-28,1,7071.01
2018-08-29,-1,7030.9
2018-08-30,-1,6983.0
2018-08-31,1,7015.01
2018-09-01,1,7191.08
2018-09-02,1,7295.0
2018-09-03,-1,7256.98
2018-09-04,1,7360.0
2018-09-05,-1,6687.96
2018-09-06,-1,6495.0
2018-09-07,-1,6395.01
2018-09-08,-1,6188.0
2018-09-09,1,6235.01
2018-09-10,1,6300.0
2018-09-11,-1,6282.53
2018-09-12,1,6326.0
2018-09-13,1,6485.99
2018-09-14,-1,6478.04
2018-09-15,1,6518.68
2018-09-16,-1,6498.0
2018-09-17,-1,6250.7
2018-09-18,1,6335.7
2018-09-19,1,6386.94
2018-09-20,1,6493.11
2018-09-21,1,6750.0
2018-09-22,-1,6707.33
2018-09-23,-1,6696.99
2018-09-24,-1,6582.09
2018-09-25,-1,6436.89
2018-09-26,1,6455.66
2018-09-27,1,6680.01
2018-09-28,-1,6620.01
2018-09-29,-1,6581.0
2018-09-30,1,6605.0
2018-10-01,-1,6572.83
2018-10-02,-1,6498.46
2018-10-03,-1,6466.03
2018-10-04,1,6547.45
2018-10-05,1,6593.94
2018-10-06,-1,6552.43
2018-10-07,1,6570.0
2018-10-08,1,6608.07
2018-10-09,-1,6589.48
2018-10-10,-1,6524.56
2018-10-11,-1,6154.69
2018-10-12,1,6188.01
2018-10-13,1,6196.0
2018-10-14,-1,6183.49
2018-10-15,1,6440.42
2018-10-16,1,6457.11
2018-10-17,-1,6443.7
2018-10-18,-1,6394.96
2018-10-19,-1,6382.99
2018-10-20,1,6414.0
2018-10-21,1,6415.88
2018-10-22,-1,6407.65
2018-10-23,-1,6395.14
2018-10-24,1,6415.98
2018-10-25,-1,6395.58
2018-10-26,1,6404.87
2018-10-27,1,6409.12
2018-10-28,-1,6403.62
2018-10-29,-1,6266.0
2018-10-30,1,6267.63
2018-10-31,1,6304.18
2018-11-01,1,6344.0
2018-11-02,1,6349.8
2018-11-03,-1,6331.96
2018-11-04,1,6423.28
2018-11-05,-1,6404.0
2018-11-06,1,6448.5
2018-11-07,1,6503.12
2018-11-08,-1,6406.24
2018-11-09,-1,6334.89
2018-11-10,1,6347.42
2018-11-11,1,6357.6
2018-11-12,-1,6327.87
2018-11-13,-1,6259.34
2018-11-14,-1,5605.46
2018-11-15,-1,5579.52
2018-11-16,-1,5512.24
2018-11-17,-1,5504.17
2018-11-18,1,5560.0
2018-11-19,-1,4733.5
2018-11-20,-1,4349.23
2018-11-21,1,4545.11
2018-11-22,-1,4265.36
2018-11-23,1,4283.8
2018-11-24,-1,3774.99
2018-11-25,1,3936.69
2018-11-26,-1,3731.32
2018-11-27,1,3775.0
2018-11-28,1,4225.03
2018-11-29,1,4248.0
2018-11-30,-1,3976.0
2018-12-01,1,4142.01
2018-12-02,-1,4103.19
2018-12-03,-1,3833.47
2018-12-04,1,3901.84
2018-12-05,-1,3694.39
2018-12-06,-1,3433.26
2018-12-07,-1,3380.01
2018-12-08,1,3401.0
2018-12-09,1,3531.18
2018-12-10,-1,3410.15
2018-12-11,-1,3349.36
2018-12-12,1,3430.24
2018-12-13,-1,3265.0
2018-12-14,-1,3195.71
2018-12-15,-1,3183.0
2018-12-16,1,3195.0
2018-12-17,1,3496.82
2018-12-18,1,3667.77
2018-12-19,1,3682.51
2018-12-20,1,4075.34
2018-12-21,-1,3839.06
2018-12-22,1,3980.46
2018-12-23,-1,3944.93
2018-12-24,1,4034.0
2018-12-25,-1,3780.0
2018-12-26,1,3809.88
2018-12-27,-1,3589.89
2018-12-28,1,3888.06
2018-12-29,-1,3729.31
2018-12-30,1,3829.0
2018-12-31,-1,3691.86
2019-01-01,1,3826.1
2019-01-02,1,3890.79
2019-01-03,-1,3787.57
2019-01-04,1,3820.82
2019-01-05,-1,3798.62
2019-01-06,1,4040.99
2019-01-07,-1,4005.99
