0.000000000000000000e+00,-7.724295794900416512e-01,-7.647201931008503761e-01,-7.807877498334829802e-01,-7.691485527926457122e-01,-1.079929254190858501e+00,-4.665741716960754015e-01,-8.228733821424357719e-01,1.841950921370789418e+00
0.000000000000000000e+00,-7.683216554634357820e-01,-7.647201931008503761e-01,-7.813470948313100406e-01,-7.711379804830333917e-01,-1.079966335673849587e+00,-4.665749049358571265e-01,-8.228372015764074954e-01,-9.333299583920657838e-01
0.000000000000000000e+00,-7.703107276387942681e-01,-7.647201931008503761e-01,-7.785503698421744057e-01,-7.691485527926457122e-01,-1.079956543434345440e+00,-4.665746963854078833e-01,-8.227901237439488868e-01,8.213486504209603911e-01
0.000000000000000000e+00,-7.683216554634357820e-01,-7.565196881323199563e-01,-7.789447080656425326e-01,-7.689339806982098402e-01,-1.079533384304873112e+00,-4.665655390597746588e-01,-8.188805717640481596e-01,2.217742670021870949e-02
0.000000000000000000e+00,-7.681071217134970430e-01,-7.623048364232788421e-01,-7.793893873389151628e-01,-7.666346155380814320e-01,-1.079952304742227254e+00,-4.665745946465974514e-01,-8.225751793945906831e-01,9.224369903309519447e-01
0.000000000000000000e+00,-7.658081674548936624e-01,-7.583394774099423419e-01,-7.793893873389151628e-01,-7.653100964366249537e-01,-1.079795961292539408e+00,-4.665709101883662724e-01,-8.224607722744989857e-01,4.801876155854935546e-01
0.000000000000000000e+00,-7.618353202338048469e-01,-7.568938266271598714e-01,-7.723975748660760754e-01,-7.614610439277925691e-01,-1.031989356784875023e+00,-4.654410728942520170e-01,-8.195257277784278038e-01,3.984361601069024705e-01
0.000000000000000000e+00,-7.606355203730359449e-01,-7.399786944046731207e-01,-7.719976431926296456e-01,-7.561762127129815214e-01,-5.607976329958421768e-01,-4.529150695617952249e-01,-7.993106208147189307e-01,1.959080406246094253e+00
0.000000000000000000e+00,-7.552854194486364747e-01,-7.512410266473008580e-01,-7.712704946954543894e-01,-7.590451210867360521e-01,-9.165901556846608456e-01,-4.625348969663005128e-01,-7.849216273842797298e-01,-1.115350954631410207e+00
0.000000000000000000e+00,-7.582147321329859579e-01,-7.544173861136961312e-01,-7.756138086035819779e-01,-7.663458703739640665e-01,-5.448159805522821975e-01,-4.541649597632876345e-01,-7.794243157343234696e-01,-2.779853368856211926e+00
0.000000000000000000e+00,-7.655724451864424074e-01,-7.605232245430891824e-01,-7.776721981955858620e-01,-7.666266684234728235e-01,-4.144587820670071476e-01,-4.519458969499521861e-01,-7.759202586764017973e-01,-1.652670453507445458e-01
0.000000000000000000e+00,-7.658081674548936624e-01,-7.598640281474190461e-01,-7.757844088279193251e-01,-7.682054951924088826e-01,-5.012691390449552920e-01,-4.538330030807832816e-01,-7.817104231005993498e-01,-7.243734633859285621e-01
0.000000000000000000e+00,-7.671165584730388343e-01,-7.623888266976307504e-01,-7.787992783662074370e-01,-7.710187737639022654e-01,-5.191803232889966591e-01,-4.545210128889901058e-01,-7.815880158752513962e-01,-1.377822784880666784e+00
0.000000000000000000e+00,-7.701332737962524044e-01,-7.626128007625687655e-01,-7.807877498334829802e-01,-7.682266874980321347e-01,-3.550298853795236798e-01,-4.514265759225423169e-01,-7.791148881880202159e-01,1.151422895117692358e+00
